timestamp, name, utilization.gpu [%], utilization.memory [%], temperature.gpu
2025/06/19 17:51:42.492, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:51:42.493, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:51:42.493, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:51:44.493, NVIDIA H200, 12 %, 0 %, 33
2025/06/19 17:51:44.493, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:51:44.493, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:51:44.493, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:51:46.493, NVIDIA H200, 0 %, 0 %, 32
2025/06/19 17:51:46.493, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:51:46.493, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:51:46.493, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:51:48.494, NVIDIA H200, 60 %, 15 %, 33
2025/06/19 17:51:48.494, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:51:48.494, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:51:48.494, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:51:50.494, NVIDIA H200, 14 %, 0 %, 32
2025/06/19 17:51:50.494, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:51:50.494, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:51:50.494, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:51:52.494, NVIDIA H200, 15 %, 0 %, 32
2025/06/19 17:51:52.494, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:51:52.494, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:51:52.494, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:51:54.495, NVIDIA H200, 17 %, 0 %, 33
2025/06/19 17:51:54.495, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:51:54.495, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:51:54.495, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:51:56.495, NVIDIA H200, 17 %, 0 %, 33
2025/06/19 17:51:56.495, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:51:56.495, NVIDIA H200, 0 %, 0 %, 25
